Name	Description
Cc72_00046498-RA	Ribonuclease H protein
Cc72_00046500-RA	Dynamin family
Cc72_00046499-RA	glycine rich nucleic binding domain
Cc72_00046501-RA	Belongs to the cytochrome P450 family
Cc72_00046502-RA	Protein FANTASTIC FOUR 3-like
Cc72_00046503-RA	Mitochondrial Rho GTPase
Cc72_00046504-RA	Dynein light chain type 1
Cc72_00046507-RA	Belongs to the SecY SEC61-alpha family
Cc72_00046508-RA	Uncharacterized protein K02A2.6-like
Cc72_00046509-RA	bHLH-MYC and R2R3-MYB transcription factors N-terminal
Cc72_00046510-RA	bHLH-MYC and R2R3-MYB transcription factors N-terminal
Cc72_00046511-RA	Ribonuclease H protein
Cc72_00046513-RA	WD repeat-containing protein
Cc72_00046512-RA	-
Cc72_00046514-RA	"Splicing Factor Motif, present in Prp18 and Pr04"
Cc72_00046516-RA	Chloride channel protein
Cc72_00046515-RA	"Ribosome-recycling factor, chloroplastic"
Cc72_00046517-RA	Domain of unknown function (DUF4216)
Cc72_00046518-RA	Basic leucine zipper and W2 domain-containing protein 2-like
Cc72_00046520-RA	Plastocyanin-like domain
Cc72_00046519-RA	reductase 2
Cc72_00046522-RA	-
Cc72_00046524-RA	Lipolytic acyl hydrolase (LAH)
Cc72_00046528-RA	Cyclin
Cc72_00046532-RA	function. Its presence in a non-photosynthetic plant (Epifagus virginiana) and experiments in tobacco indicate that it has an essential function which is probably not related to photosynthesis
Cc72_00046530-RA	HEAT repeat
Cc72_00046535-RA	Belongs to the terpene synthase family
Cc72_00046540-RA	RAN GTPase-activating protein
Cc72_00046541-RA	"Chloroplast stem-loop binding protein of 41 kDa a, chloroplastic"
Cc72_00046542-RA	Conserved gene of
Cc72_00046544-RA	Encoded by
Cc72_00046545-RA	-
Cc72_00046547-RA	TdcA1-ORF2 protein
Cc72_00046546-RA	TdcA1-ORF2 protein
Cc72_00046548-RA	DNA recombination
Cc72_00046556-RA	"Respiratory-chain NADH dehydrogenase, 30 Kd subunit"
Cc72_00046557-RA	Photosystem I psaA/psaB protein
Cc72_00046554-RA	"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions"
Cc72_00046551-RA	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit
Cc72_00046552-RA	"30S ribosomal protein S18, chloroplastic"
Cc72_00046555-RA	Ycf4
Cc72_00046553-RA	"This b-type cytochrome is tightly associated with the reaction center of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation"
Cc72_00046550-RA	ATP-dependent Clp protease proteolytic
Cc72_00046558-RA	"Binds 16S rRNA, required for the assembly of 30S particles"
Cc72_00046549-RA	"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site"
Cc72_00046560-RA	DNA recombination
Cc72_00046562-RA	Belongs to the helicase family
Cc72_00046559-RA	heat shock protein
Cc72_00046568-RA	Kelch motif
Cc72_00046569-RA	non-specific lipid-transfer
Cc72_00046570-RA	Belongs to the AAA ATPase family
Cc72_00046571-RA	Belongs to the AAA ATPase family
Cc72_00046574-RA	AAA domain (Cdc48 subfamily)
Cc72_00046575-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00046577-RA	Ribosomal protein L5
Cc72_00046578-RA	1-acyl-sn-glycerol-3-phosphate acyltransferase 4
Cc72_00046579-RA	"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties"
Cc72_00046580-RA	"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties"
Cc72_00046584-RA	Carbohydrate-binding protein of the ER
Cc72_00046583-RA	Carbohydrate-binding protein of the ER
Cc72_00046585-RA	Myb/SANT-like DNA-binding domain
Cc72_00046586-RA	-
Cc72_00046588-RA	Divergent PAP2 family
Cc72_00046587-RA	Pleiotropic drug resistance protein 1-like
Cc72_00046590-RA	Domain of unknown function (DUF4228)
Cc72_00046592-RA	-
Cc72_00046591-RA	ABC transporter
Cc72_00046593-RA	ABC transporter
Cc72_00046594-RA	GDSL-like Lipase/Acylhydrolase
Cc72_00046595-RA	Exo70 exocyst complex subunit
Cc72_00046596-RA	TPL-binding domain in jasmonate signalling
Cc72_00046599-RA	GPI transamidase component
Cc72_00046600-RA	-
Cc72_00046601-RA	Serine threonine-protein phosphatase
Cc72_00046603-RA	UBX domain-containing protein
Cc72_00046607-RA	Pollen allergen ole e 6
Cc72_00046606-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00046611-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00046613-RA	"Four repeated domains in the Fasciclin I family of proteins, present in many other contexts."
Cc72_00046614-RA	40S ribosomal protein
Cc72_00046616-RA	TPL-binding domain in jasmonate signalling
Cc72_00046617-RA	Domain of unknown function (DUF4283)
Cc72_00046620-RA	"Transcriptional repressor, ovate"
Cc72_00046623-RA	Serine threonine-protein kinase Cx32
Cc72_00046624-RA	Seed maturation protein
Cc72_00046628-RA	Proline-rich nuclear receptor coactivator motif
Cc72_00046630-RA	Domain of unknown function (DUF4283)
Cc72_00046631-RA	Possibly involved in carbohydrate binding
Cc72_00046632-RA	-
Cc72_00046635-RA	tRNA pseudouridine synthase
Cc72_00046637-RA	tRNA pseudouridine synthase
Cc72_00046638-RA	Stress response protein nst1-like
Cc72_00046639-RA	CBL-interacting protein kinase
Cc72_00046640-RA	Serine threonine-protein kinase
Cc72_00046643-RA	Weak chloroplast movement under blue light
Cc72_00046644-RA	Belongs to the mitochondrial carrier (TC 2.A.29) family
Cc72_00046646-RA	Serine threonine-protein phosphatase 7 long form homolog
Cc72_00046648-RA	"PWI, domain in splicing factors"
Cc72_00046649-RA	AMP-binding enzyme
Cc72_00046650-RA	nuclease activity
Cc72_00046651-RA	CBL-interacting serine threonine-protein kinase 11-like
Cc72_00046655-RA	gag-polypeptide of LTR copia-type
Cc72_00046654-RA	N-acetyltransferase B complex (NatB) non catalytic subunit
Cc72_00046656-RA	N-acetyltransferase B complex (NatB) non catalytic subunit
Cc72_00046652-RA	N-acetyltransferase B complex (NatB) non catalytic subunit
Cc72_00046653-RA	Ribonuclease H protein
Cc72_00046659-RA	Chaperonin
Cc72_00046662-RA	-
Cc72_00046661-RA	-
Cc72_00046663-RA	pfkB family carbohydrate kinase
Cc72_00046664-RA	Domain of unknown function (DUF4283)
Cc72_00046665-RA	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
Cc72_00046668-RA	Peptidyl-prolyl
Cc72_00046666-RA	"Transposon protein, CACTA, En Spm sub-class"
Cc72_00046667-RA	Leucine rich repeat N-terminal domain
Cc72_00046671-RA	Peptidyl-prolyl
Cc72_00046670-RA	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily
Cc72_00046674-RA	Protein FAR1-RELATED SEQUENCE 5-like
Cc72_00046672-RA	TLC domain
Cc72_00046673-RA	protein FAR1-RELATED SEQUENCE
Cc72_00046675-RA	Ubiquitin carboxyl-terminal hydrolase
Cc72_00046676-RA	-
Cc72_00046680-RA	Succinic semialdehyde reductase
Cc72_00046679-RA	Succinic semialdehyde reductase
Cc72_00046682-RA	-
Cc72_00046683-RA	Predicted ATPase of the ABC class
Cc72_00046684-RA	Trans-resveratrol di-O-methyltransferase-like
Cc72_00046685-RA	May be involved in modulation of pathogen defense and leaf cell death
Cc72_00046686-RA	May be involved in modulation of pathogen defense and leaf cell death
Cc72_00046687-RA	Phytol kinase
Cc72_00046688-RA	Phytol kinase
Cc72_00046689-RA	HIT domain
Cc72_00046690-RA	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
Cc72_00046693-RA	Belongs to the RNase T2 family
Cc72_00046694-RA	RNA helicase
Cc72_00046692-RA	RNA helicase
Cc72_00046691-RA	RNA helicase
Cc72_00046695-RA	transcription factor
Cc72_00046700-RA	function. Its presence in a non-photosynthetic plant (Epifagus virginiana) and experiments in tobacco indicate that it has an essential function which is probably not related to photosynthesis
Cc72_00046698-RA	Plant protein of unknown function (DUF825)
Cc72_00046699-RA	Plant protein of unknown function (DUF825)
Cc72_00046697-RA	function. Its presence in a non-photosynthetic plant (Epifagus virginiana) and experiments in tobacco indicate that it has an essential function which is probably not related to photosynthesis
Cc72_00046702-RA	Vps5 C terminal like
Cc72_00046703-RA	Belongs to the peptidase M16 family
Cc72_00046706-RA	Belongs to the peptidase M16 family
Cc72_00046704-RA	Belongs to the peptidase M16 family
Cc72_00046705-RA	Domain of unknown function (DUF4283)
Cc72_00046709-RA	Leucine rich repeat N-terminal domain
Cc72_00046708-RA	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
Cc72_00046710-RA	-
Cc72_00046712-RA	ATP synthase subunit beta
Cc72_00046713-RA	"Ribulose bisphosphate carboxylase large chain, N-terminal domain"
Cc72_00046717-RA	LRR receptor-like serine threonine-protein kinase RKF3
Cc72_00046718-RA	zinc finger
Cc72_00046719-RA	zinc finger
Cc72_00046720-RA	zinc finger
Cc72_00046721-RA	zinc finger
Cc72_00046724-RA	CBS domain-containing protein
Cc72_00046725-RA	Protein of unknown function (DUF2996)
Cc72_00046726-RA	A G-specific adenine
Cc72_00046728-RA	function. Its presence in a non-photosynthetic plant (Epifagus virginiana) and experiments in tobacco indicate that it has an essential function which is probably not related to photosynthesis
Cc72_00046727-RA	Plant protein of unknown function (DUF825)
Cc72_00046730-RA	isoform X1
Cc72_00046734-RA	Auxilin-related protein 2-like
Cc72_00046735-RA	Auxilin-related protein 2-like
Cc72_00046737-RA	Replication protein A interacting middle
Cc72_00046738-RA	Replication protein A interacting middle
Cc72_00046743-RA	E3 ubiquitin-protein ligase
Cc72_00046741-RA	-
Cc72_00046744-RA	Transcriptional corepressor LEUNIG-like
Cc72_00046746-RA	"protein At4g13200, chloroplastic"
Cc72_00046749-RA	isoform X1
Cc72_00046751-RA	Protein SULFUR DEFICIENCY-INDUCED
Cc72_00046750-RA	Pantoate-beta-alanine ligase
Cc72_00046747-RA	Ribonuclease H protein
Cc72_00046752-RA	"Enolase, N-terminal domain"
Cc72_00046753-RA	"Enolase, N-terminal domain"
Cc72_00046754-RA	Conserved gene of
Cc72_00046757-RA	Protein of unknown function (DUF1644)
Cc72_00046756-RA	F-box protein At4g22030
Cc72_00046758-RA	"transposition, RNA-mediated"
Cc72_00046759-RA	Plant mobile domain
Cc72_00046760-RA	Encoded by
Cc72_00046762-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00046766-RA	Seryl-tRNA synthetase N-terminal domain
Cc72_00046767-RA	Kelch-like protein
Cc72_00046769-RA	Myb/SANT-like DNA-binding domain
Cc72_00046770-RA	assists the folding of proteins upon ATP hydrolysis
Cc72_00046771-RA	Peptidase family M3
Cc72_00046773-RA	Zinc knuckle family protein
Cc72_00046772-RA	response regulator
Cc72_00046775-RA	Zinc knuckle family protein
Cc72_00046776-RA	Belongs to the CDI family. ICK KRP subfamily
Cc72_00046778-RA	Glutaredoxin
Cc72_00046779-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00046781-RA	Domain of unknown function (DUF4283)
Cc72_00046782-RA	Encoded by
Cc72_00046783-RA	Enoyl-(Acyl carrier protein) reductase
Cc72_00046785-RA	"Protein of unknown function, DUF538"
Cc72_00046787-RA	Myb/SANT-like DNA-binding domain
Cc72_00046789-RA	-
Cc72_00046790-RA	"Zinc finger, C3HC4 type (RING finger)"
Cc72_00046797-RA	Importin-beta N-terminal domain
Cc72_00046796-RA	Legume lectin domain
Cc72_00046800-RA	-
Cc72_00046799-RA	U1-like zinc finger
Cc72_00046801-RA	-
Cc72_00046804-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00046803-RA	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
Cc72_00046807-RA	"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated"
Cc72_00046808-RA	MuDR family transposase
Cc72_00046806-RA	PMR5 N terminal Domain
Cc72_00046809-RA	Protein of unknown function (DUF3493)
Cc72_00046813-RA	Belongs to the ubiquitin-activating E1 family
Cc72_00046814-RA	ADP binding
Cc72_00046816-RA	Belongs to the disease resistance NB-LRR family
Cc72_00046815-RA	Histone-lysine n-methyltransferase
Cc72_00046817-RA	Belongs to the mitochondrial carrier (TC 2.A.29) family
Cc72_00046818-RA	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Cc72_00046823-RA	Forkhead associated domain
Cc72_00046819-RA	Replication factor-A C terminal domain
Cc72_00046821-RA	PIF1-like helicase
Cc72_00046824-RA	heat shock factor
Cc72_00046825-RA	"Inositol polyphosphate phosphatase, catalytic domain homologues"
Cc72_00046827-RA	Phosphotransferase enzyme family
Cc72_00046828-RA	Cleavage site for pathogenic type III effector avirulence factor Avr
Cc72_00046829-RA	domain-containing protein
Cc72_00046830-RA	"transposition, RNA-mediated"
Cc72_00046832-RA	-
Cc72_00046831-RA	Ribonuclease H protein
Cc72_00046833-RA	Ankyrin repeat and SAM domain-containing protein 6-like
Cc72_00046836-RA	Ribonuclease H protein
Cc72_00046837-RA	GPI transamidase component
Cc72_00046840-RA	-
Cc72_00046835-RA	Ankyrin repeat and SAM domain-containing protein 6-like
Cc72_00046841-RA	-
Cc72_00046843-RA	Replication factor-A C terminal domain
Cc72_00046844-RA	Acylamino-acid-releasing enzyme-like
Cc72_00046845-RA	Diacylglycerol kinase
Cc72_00046846-RA	Belongs to the helicase family
Cc72_00046851-RA	-
Cc72_00046849-RA	"One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation"
Cc72_00046848-RA	"30S ribosomal protein S18, chloroplastic"
Cc72_00046853-RA	Cytochrome b5
Cc72_00046855-RA	Belongs to the NPH3 family
Cc72_00046854-RA	Domain of unknown function (DUF4283)
Cc72_00046856-RA	protein FAR1-RELATED SEQUENCE
Cc72_00046859-RA	AP2 domain
Cc72_00046857-RA	Pentatricopeptide repeat-containing protein
Cc72_00046858-RA	Pentatricopeptide repeat-containing protein
Cc72_00046861-RA	Paired amphipathic helix protein Sin3-like
Cc72_00046860-RA	Serine threonine-protein kinase
Cc72_00046862-RA	RING-type E3 ubiquitin transferase
Cc72_00046863-RA	Conserved gene of
Cc72_00046864-RA	-
Cc72_00046867-RA	DNA recombination
Cc72_00046870-RA	Belongs to the helicase family
Cc72_00046869-RA	Belongs to the helicase family
Cc72_00046871-RA	LURP-one-related
Cc72_00046873-RA	-
Cc72_00046872-RA	TdcA1-ORF2 protein
Cc72_00046874-RA	-
Cc72_00046875-RA	Vitamin B6 photo-protection and homoeostasis
Cc72_00046878-RA	-
Cc72_00046877-RA	-
Cc72_00046879-RA	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
Cc72_00046882-RA	Encoded by
Cc72_00046881-RA	Encoded by
Cc72_00046883-RA	Anaphase-promoting complex subunit 1
Cc72_00046884-RA	DnaJ protein homolog
Cc72_00046886-RA	EF-1 guanine nucleotide exchange domain
Cc72_00046885-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00046889-RA	Major latex
Cc72_00046890-RA	high mobility group
Cc72_00046891-RA	Sodium/hydrogen exchanger family
Cc72_00046895-RA	LRR receptor-like serine threonine-protein kinase
Cc72_00046898-RA	Glycine-rich
Cc72_00046896-RA	Belongs to the AAA ATPase family
Cc72_00046892-RA	Ribonuclease H protein
Cc72_00046893-RA	Ribonuclease H protein
Cc72_00046894-RA	Zinc knuckle family protein
Cc72_00046901-RA	"transposition, RNA-mediated"
Cc72_00046902-RA	Belongs to the peptidase A1 family
Cc72_00046905-RA	isoform X1
Cc72_00046903-RA	-
Cc72_00046907-RA	Protein kinase domain
Cc72_00046909-RA	ADP-ribosylation factor GTPase-activating protein AGD5 isoform X1
Cc72_00046908-RA	ADP-ribosylation factor GTPase-activating protein AGD5 isoform X1
Cc72_00046911-RA	DNA (Cytosine-5)-methyltransferase DRM2-like
Cc72_00046910-RA	DNA (Cytosine-5)-methyltransferase DRM2-like
Cc72_00046915-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00046916-RA	Uroporphyrinogen decarboxylase
Cc72_00046918-RA	Adenylate kinase
Cc72_00046919-RA	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
Cc72_00046920-RA	Carbohydrate-binding protein of the ER
Cc72_00046922-RA	zinc-binding in reverse transcriptase
Cc72_00046923-RA	-
Cc72_00046925-RA	KH domain-containing protein
Cc72_00046928-RA	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
Cc72_00046932-RA	Protein SUPPRESSOR OF GENE SILENCING
Cc72_00046930-RA	NB-ARC domain
Cc72_00046931-RA	NB-ARC domain
Cc72_00046926-RA	-
Cc72_00046933-RA	MRNA cap guanine-N7 methyltransferase
Cc72_00046927-RA	-
Cc72_00046935-RA	MRNA cap guanine-N7 methyltransferase
Cc72_00046929-RA	Ribonuclease H protein
Cc72_00046936-RA	GDSL-like Lipase/Acylhydrolase family
Cc72_00046937-RA	LMBR1-like membrane protein
Cc72_00046938-RA	Oligopeptide transporter 7
Cc72_00046939-RA	Protein YIPF6 homolog
Cc72_00046940-RA	thioesterase
Cc72_00046947-RA	plant mutator transposase zinc finger
Cc72_00046945-RA	histone peptidyl-prolyl isomerization
Cc72_00046944-RA	Alfin
Cc72_00046942-RA	"MYB-CC type transfactor, LHEQLE motif"
Cc72_00046948-RA	Pterin 4 alpha carbinolamine dehydratase
Cc72_00046950-RA	DnaJ C terminal domain
Cc72_00046952-RA	Symplekin tight junction protein C terminal
Cc72_00046954-RA	Photosystem I P700 chlorophyll a apoprotein
Cc72_00046956-RA	Ribonuclease H protein
Cc72_00046959-RA	Weak chloroplast movement under blue light
Cc72_00046960-RA	Rdx family
Cc72_00046961-RA	WD40 repeats
Cc72_00046963-RA	Importin-beta N-terminal domain
Cc72_00046965-RA	Importin-beta N-terminal domain
Cc72_00046962-RA	Importin-beta N-terminal domain
Cc72_00046964-RA	Domain of unknown function (DUF4283)
Cc72_00046967-RA	Trihelix transcription factor GT-3b-like
Cc72_00046966-RA	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Cc72_00046968-RA	RRP12-like
Cc72_00046969-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00046970-RA	EF-1 guanine nucleotide exchange domain
Cc72_00046972-RA	TdcA1-ORF2 protein
Cc72_00046971-RA	Domain of unknown function (DUF4216)
Cc72_00046974-RA	Calcium-dependent protein kinase
Cc72_00046973-RA	Calcium-dependent protein kinase
Cc72_00046977-RA	"transposition, RNA-mediated"
Cc72_00046975-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00046976-RA	Transcription elongation factor Spt5
Cc72_00046978-RA	Gag pol polyprotein
Cc72_00046982-RA	Protein of unknown function (DUF 659)
Cc72_00046980-RA	UbiA prenyltransferase family
Cc72_00046981-RA	Transposase family tnp2
Cc72_00046984-RA	AAA-type ATPase family protein
Cc72_00046983-RA	Adenosine/AMP deaminase
Cc72_00046985-RA	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37
Cc72_00046986-RA	Lissencephaly type-1-like homology motif
Cc72_00046987-RA	-
Cc72_00046988-RA	B-cell receptor-associated protein
Cc72_00046989-RA	DYW family of nucleic acid deaminases
Cc72_00046991-RA	homeobox-leucine zipper protein
Cc72_00046992-RA	G-quadruplex DNA unwinding
Cc72_00046994-RA	Myb/SANT-like DNA-binding domain
Cc72_00046993-RA	nuclease HARBI1
Cc72_00046995-RA	DNA recombination
Cc72_00046996-RA	DNA recombination
Cc72_00046998-RA	-
Cc72_00047000-RA	Belongs to the cyclin family
Cc72_00047001-RA	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
Cc72_00046999-RA	BTB POZ domain-containing protein At1g03010-like
Cc72_00047002-RA	cytochrome P450
Cc72_00047003-RA	LNS2
Cc72_00047007-RA	monooxygenase
Cc72_00047004-RA	Ribonuclease H protein
Cc72_00047008-RA	May be involved in both secretory and endocytic intracellular trafficking in the endosomal prevacuolar compartments
Cc72_00047009-RA	-
Cc72_00047011-RA	Domain of unknown function (DUF588)
Cc72_00047012-RA	DNA binding domain
Cc72_00047013-RA	-
Cc72_00047015-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00047016-RA	"Domain present in VPS-27, Hrs and STAM"
Cc72_00047019-RA	"Domain present in VPS-27, Hrs and STAM"
Cc72_00047017-RA	Regulatory-associated protein of TOR
Cc72_00047020-RA	Regulatory-associated protein of TOR
Cc72_00047018-RA	Regulatory-associated protein of TOR
Cc72_00047021-RA	Regulatory-associated protein of TOR
Cc72_00047022-RA	in StAR and phosphatidylcholine transfer protein
Cc72_00047024-RA	Protein PHLOEM PROTEIN 2-LIKE
Cc72_00047023-RA	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37
Cc72_00047027-RA	Amb_all
Cc72_00047025-RA	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
Cc72_00047028-RA	Protein of unknown function (DUF 659)
Cc72_00047030-RA	Seed dormancy control
Cc72_00047031-RA	Glutaredoxin
Cc72_00047029-RA	"Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of cytosolic tRNA(Lys), tRNA(Glu) and tRNA(Gln). Also essential during biosynthesis of the molybdenum cofactor. Acts by mediating the C-terminal thiocarboxylation of sulfur carriers URM1 and MOCS2A. Its N-terminus first activates URM1 and MOCS2A as acyl-adenylates (-COAMP), then the persulfide sulfur on the catalytic cysteine is transferred to URM1 and MOCS2A to form thiocarboxylation (-COSH) of their C-terminus. The reaction probably involves hydrogen sulfide that is generated from the persulfide intermediate and that acts as nucleophile towards URM1 and MOCS2A. Subsequently, a transient disulfide bond is formed. Does not use thiosulfate as sulfur donor"
Cc72_00047032-RA	PMR5 N terminal Domain
Cc72_00047035-RA	"Protein SCO1 homolog 1, mitochondrial isoform X1"
Cc72_00047036-RA	Protein of unknown function (DUF 659)
Cc72_00047034-RA	Malate dehydrogenase
Cc72_00047038-RA	negative regulation of histone ubiquitination
Cc72_00047042-RA	DnaJ molecular chaperone homology domain
Cc72_00047039-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00047043-RA	Protein of unknown function (DUF 659)
Cc72_00047045-RA	Origin recognition complex subunit
Cc72_00047046-RA	Phosphatidylethanolamine-binding protein
Cc72_00047047-RA	Domain of unknown function (DUF4216)
Cc72_00047049-RA	disease resistance protein
Cc72_00047052-RA	-
Cc72_00047051-RA	Conserved gene of
Cc72_00047055-RA	Purple acid phosphatase
Cc72_00047054-RA	Retinal pigment epithelial membrane protein
Cc72_00047056-RA	Myb-like DNA-binding domain
Cc72_00047059-RA	Belongs to the alternative oxidase family
Cc72_00047062-RA	Wound-induced protein WI12
Cc72_00047061-RA	-
Cc72_00047064-RA	C2HE / C2H2 / C2HC zinc-binding finger
Cc72_00047066-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00047068-RA	DNA recombination
Cc72_00047069-RA	DNA recombination
Cc72_00047070-RA	G-quadruplex DNA unwinding
Cc72_00047071-RA	"CRAL/TRIO, N-terminal domain"
Cc72_00047074-RA	Small nuclear ribonucleoprotein
Cc72_00047075-RA	"CRAL/TRIO, N-terminal domain"
Cc72_00047076-RA	Domain of unknown function (DUF4283)
Cc72_00047078-RA	-
Cc72_00047079-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00047080-RA	Belongs to the chaperonin (HSP60) family
Cc72_00047082-RA	regulation of actin nucleation
Cc72_00047081-RA	Plant calmodulin-binding domain
Cc72_00047086-RA	Peptidase family M3
Cc72_00047083-RA	Peptidase family M3
Cc72_00047084-RA	Peptidase family M3
Cc72_00047087-RA	Protein FAR1-RELATED SEQUENCE 5-like
Cc72_00047089-RA	-
Cc72_00047091-RA	-
Cc72_00047095-RA	Protein phosphatase 2C 55
Cc72_00047096-RA	Belongs to the beta-ketoacyl-ACP synthases family
Cc72_00047097-RA	Seryl-tRNA synthetase N-terminal domain
Cc72_00047098-RA	TGACG-sequence-specific DNA-binding protein
Cc72_00047100-RA	Belongs to the glycosyltransferase 8 family
Cc72_00047103-RA	Belongs to the cyclin family
Cc72_00047104-RA	-
Cc72_00047105-RA	Helical and beta-bridge domain
Cc72_00047108-RA	helix loop helix domain
Cc72_00047112-RA	Protein kinase domain
Cc72_00047111-RA	Pentatricopeptide repeat-containing protein
Cc72_00047114-RA	Metal dependent phosphohydrolases with conserved 'HD' motif.
Cc72_00047113-RA	"CobW/HypB/UreG, nucleotide-binding domain"
Cc72_00047116-RA	Myb/SANT-like DNA-binding domain
Cc72_00047115-RA	Protein tyrosine kinase
Cc72_00047117-RA	NHL repeat
Cc72_00047122-RA	Putative S-adenosyl-L-methionine-dependent methyltransferase
Cc72_00047124-RA	PPPDE putative peptidase domain
Cc72_00047128-RA	Protein of unknown function (DUF3741)
Cc72_00047133-RA	Myb/SANT-like DNA-binding domain
Cc72_00047132-RA	CLASP N terminal
Cc72_00047131-RA	CLASP N terminal
Cc72_00047135-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00047139-RA	-
Cc72_00047138-RA	-
Cc72_00047140-RA	pfkB family carbohydrate kinase
Cc72_00047141-RA	Plant phosphoribosyltransferase C-terminal
Cc72_00047142-RA	Belongs to the peptidase S10 family
Cc72_00047144-RA	Belongs to the universal ribosomal protein uS4 family
Cc72_00047146-RA	Ran-interacting Mog1 protein
Cc72_00047147-RA	"Yippee zinc-binding/DNA-binding /Mis18, centromere assembly"
Cc72_00047145-RA	Ribonuclease H protein
Cc72_00047148-RA	"Signal peptidase, peptidase S26"
Cc72_00047150-RA	"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated"
Cc72_00047151-RA	TMV resistance protein N-like
Cc72_00047156-RA	-
Cc72_00047155-RA	Ribonuclease H protein
Cc72_00047158-RA	Domain of unknown function (DUF4228)
Cc72_00047160-RA	Belongs to the helicase family
Cc72_00047161-RA	Serine threonine-protein kinase
Cc72_00047163-RA	Belongs to the eukaryotic ribosomal protein P1 P2 family
Cc72_00047162-RA	Clathrin is the major protein of the polyhedral coat of coated pits and vesicles
Cc72_00047165-RA	RNA polymerase II C-terminal domain phosphatase-like 2 isoform X1
Cc72_00047166-RA	Starch binding domain
Cc72_00047168-RA	"transposition, RNA-mediated"
Cc72_00047170-RA	transposon protein
Cc72_00047172-RA	"transposition, RNA-mediated"
Cc72_00047177-RA	GAD domain
Cc72_00047176-RA	-
Cc72_00047179-RA	Transmembrane amino acid transporter protein
Cc72_00047178-RA	DDE superfamily endonuclease
Cc72_00047175-RA	DDE superfamily endonuclease
Cc72_00047174-RA	DDE superfamily endonuclease
Cc72_00047181-RA	Receptor-like cytosolic serine threonine-protein kinase RBK2
Cc72_00047182-RA	transposon protein
Cc72_00047183-RA	-
Cc72_00047185-RA	-
Cc72_00047187-RA	Belongs to the class-I aminoacyl-tRNA synthetase family
Cc72_00047188-RA	Leucine rich repeat
Cc72_00047189-RA	glycerol-3-phosphate
Cc72_00047193-RA	BTB/POZ domain
